kernel,version,mode,dtype,size_of_dtype,n,block_size,grid_size,interm_stage_elems,repeat,avg_ms,min_ms,max_ms,std_ms,bytes,bw_GB_s,gflops,result,ref,abs_error,rel_error,correct
reduction,cuda_block_shared_mem,d2h,fp32,4,33554432,64,524288,524288,10,0.087899,0.086643,0.096714,0.003,2097152,23.859,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,33554432,64,524288,524288,50,0.877030,0.875990,0.881816,0.002,2097156,2.391,0.598,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,33554432,64,432,432,100,0.622107,0.619456,0.633440,0.002,134219456,215.750,53.937,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,33554432,64,432,432,10,0.007504,0.007195,0.007760,0.000,1728,0.230,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,33554432,64,432,432,50,0.000747,0.000746,0.000763,0.000,1732,2.318,0.577,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,33554432,64,432,432,100,0.626282,0.623360,0.633504,0.001,134219456,214.312,53.577,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,33554432,64,432,1,10,0.007563,0.007383,0.007786,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,33554432,64,432,432,100,0.629590,0.626848,0.637280,0.001,134219456,213.185,53.296,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,33554432,64,432,1,10,0.007309,0.006840,0.007844,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,33554432,128,262144,1,3,80.903554,80.893219,80.908867,0.007,134217732,1.659,0.415,16777216.000,33554432.000,16777216.000,0.500,false
reduction,cuda_atomic_add,d2h,fp32,4,33554432,128,262144,1,10,0.007847,0.007509,0.009177,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,33554432,128,262144,262144,100,0.271023,0.270464,0.274464,0.000,135266304,499.095,123.806,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,33554432,128,262144,262144,10,0.048111,0.046988,0.055740,0.003,1048576,21.795,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,33554432,128,262144,262144,50,0.438916,0.437995,0.467455,0.004,1048580,2.389,0.597,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,33554432,128,432,432,100,0.333239,0.330848,0.343168,0.001,134219456,402.773,100.692,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,33554432,128,432,432,10,0.007660,0.006658,0.008320,0.001,1728,0.226,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,33554432,128,432,432,50,0.000747,0.000745,0.000764,0.000,1732,2.320,0.577,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,33554432,128,432,432,100,0.337809,0.334912,0.349824,0.002,134219456,397.324,99.330,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,33554432,128,432,1,10,0.007406,0.006872,0.008527,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,33554432,128,432,432,100,0.340677,0.337472,0.354592,0.002,134219456,393.979,98.493,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,33554432,128,432,1,10,0.007338,0.006896,0.008328,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,33554432,256,131072,1,3,80.883509,80.880447,80.885986,0.002,134217732,1.659,0.415,16777216.000,33554432.000,16777216.000,0.500,false
reduction,cuda_atomic_add,d2h,fp32,4,33554432,256,131072,1,10,0.007955,0.007644,0.009702,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,33554432,256,131072,131072,100,0.276785,0.276416,0.280512,0.000,134742016,486.812,121.229,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,33554432,256,131072,131072,10,0.027799,0.026981,0.032544,0.002,524288,18.860,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,33554432,256,131072,131072,50,0.219314,0.219006,0.224642,0.001,524292,2.391,0.598,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,33554432,256,432,432,100,0.189290,0.186368,0.197472,0.001,134219456,709.069,177.265,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,33554432,256,432,432,10,0.007371,0.006965,0.007690,0.000,1728,0.234,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,33554432,256,432,432,50,0.000747,0.000746,0.000763,0.000,1732,2.319,0.577,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,33554432,256,432,432,100,0.193374,0.191296,0.200608,0.001,134219456,694.091,173.521,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,33554432,256,432,1,10,0.007316,0.006593,0.008625,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,33554432,256,432,432,100,0.196549,0.194016,0.204672,0.001,134219456,682.881,170.718,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,33554432,256,432,1,10,0.007238,0.006834,0.007692,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,33554432,512,65536,1,3,80.896042,80.886818,80.901886,0.007,134217732,1.659,0.415,16777216.000,33554432.000,16777216.000,0.500,false
reduction,cuda_atomic_add,d2h,fp32,4,33554432,512,65536,1,10,0.007879,0.007612,0.009021,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,33554432,512,65536,65536,100,0.322233,0.321824,0.325856,0.000,134479872,417.337,104.131,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,33554432,512,65536,65536,10,0.017538,0.016815,0.020102,0.001,262144,14.947,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,33554432,512,65536,65536,50,0.109614,0.109530,0.113587,0.001,262148,2.392,0.598,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,33554432,512,432,432,100,0.127272,0.125728,0.135936,0.001,134219456,1054.590,263.644,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,33554432,512,432,432,10,0.007413,0.007180,0.007699,0.000,1728,0.233,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,33554432,512,432,432,50,0.000747,0.000746,0.000766,0.000,1732,2.318,0.577,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,33554432,512,432,432,100,0.131649,0.129600,0.138272,0.001,134219456,1019.525,254.878,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,33554432,512,432,1,10,0.007424,0.006957,0.007780,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,33554432,512,432,432,100,0.134382,0.132608,0.147968,0.002,134219456,998.792,249.695,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,33554432,512,432,1,10,0.007248,0.006881,0.007824,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,33554432,1024,32768,1,3,80.899724,80.893089,80.904449,0.005,134217732,1.659,0.415,16777216.000,33554432.000,16777216.000,0.500,false
reduction,cuda_atomic_add,d2h,fp32,4,33554432,1024,32768,1,10,0.007812,0.007475,0.009663,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,33554432,1024,32768,32768,100,0.406718,0.406240,0.410208,0.000,134348800,330.324,82.501,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,33554432,1024,32768,32768,10,0.012454,0.011877,0.013965,0.001,131072,10.525,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,33554432,1024,32768,32768,50,0.054781,0.054770,0.054798,0.000,131076,2.393,0.598,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,33554432,1024,432,432,100,0.127648,0.126080,0.135200,0.001,134219456,1051.484,262.868,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,33554432,1024,432,432,10,0.007518,0.007095,0.008508,0.000,1728,0.230,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,33554432,1024,432,432,50,0.000747,0.000745,0.000765,0.000,1732,2.320,0.577,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,33554432,1024,432,432,100,0.131620,0.129856,0.139808,0.001,134219456,1019.748,254.934,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,33554432,1024,432,1,10,0.007410,0.006861,0.008096,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,33554432,1024,432,432,100,0.134893,0.133184,0.143360,0.001,134219456,995.008,248.749,33554432.000,33554432.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,33554432,1024,432,1,10,0.007424,0.007180,0.007957,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cpu_serial,cpu,fp32,4,67108864,0,0,0,10,112.992634,112.937355,113.100853,0.051,268435456,2.376,0.594,16777216.000,67108864.000,0.000,0.000,true
reduction,cpu_omp,cpu,fp32,4,67108864,0,0,0,10,6.319083,6.285960,6.452666,0.047,268435456,42.480,10.620,67108864.000,67108864.000,0.000,0.000,true
reduction,all_gpu_version,h2d,fp32,4,67108864,0,0,0,10,10.571129,10.550940,10.573901,0.007,268435456,25.393,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,67108864,64,1048576,1,3,161.771489,161.769852,161.773987,0.002,268435460,1.659,0.415,16777216.000,67108864.000,50331648.000,0.750,false
reduction,cuda_atomic_add,d2h,fp32,4,67108864,64,1048576,1,10,0.007764,0.007415,0.009283,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,67108864,64,1048576,1048576,100,0.848716,0.848320,0.857600,0.001,272629760,321.226,79.071,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,67108864,64,1048576,1048576,10,0.168080,0.166494,0.177322,0.003,4194304,24.954,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,67108864,64,1048576,1048576,50,1.757176,1.752052,1.876125,0.018,4194308,2.387,0.597,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,67108864,64,432,432,100,1.237932,1.233312,1.253600,0.003,268437184,216.843,54.210,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,67108864,64,432,432,10,0.007494,0.007003,0.007830,0.000,1728,0.231,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,67108864,64,432,432,50,0.000747,0.000746,0.000775,0.000,1732,2.319,0.577,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,67108864,64,432,432,100,1.241263,1.237056,1.249184,0.002,268437184,216.261,54.065,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,67108864,64,432,1,10,0.007365,0.006903,0.008286,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,67108864,64,432,432,100,1.244341,1.239680,1.252448,0.003,268437184,215.726,53.931,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,67108864,64,432,1,10,0.007287,0.006876,0.007728,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,67108864,128,524288,1,3,161.801910,161.792999,161.806625,0.006,268435460,1.659,0.415,16777216.000,67108864.000,50331648.000,0.750,false
reduction,cuda_atomic_add,d2h,fp32,4,67108864,128,524288,1,10,0.007422,0.006980,0.009200,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,67108864,128,524288,524288,100,0.534937,0.534368,0.546368,0.001,270532608,505.728,125.452,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,67108864,128,524288,524288,10,0.087856,0.086488,0.097070,0.003,2097152,23.870,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,67108864,128,524288,524288,50,0.877072,0.876054,0.882930,0.002,2097156,2.391,0.598,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,67108864,128,432,432,100,0.660377,0.656832,0.674368,0.002,268437184,406.491,101.622,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,67108864,128,432,432,10,0.007534,0.007216,0.008135,0.000,1728,0.229,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,67108864,128,432,432,50,0.000747,0.000745,0.000774,0.000,1732,2.319,0.577,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,67108864,128,432,432,100,0.664079,0.659648,0.672192,0.002,268437184,404.225,101.056,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,67108864,128,432,1,10,0.007343,0.006891,0.008069,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,67108864,128,432,432,100,0.667554,0.664576,0.677760,0.002,268437184,402.121,100.530,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,67108864,128,432,1,10,0.008028,0.007267,0.013172,0.002,4,0.000,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,67108864,256,262144,1,3,161.789678,161.781830,161.795456,0.006,268435460,1.659,0.415,16777216.000,67108864.000,50331648.000,0.750,false
reduction,cuda_atomic_add,d2h,fp32,4,67108864,256,262144,1,10,0.007356,0.006746,0.008875,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,67108864,256,262144,262144,100,0.546455,0.545888,0.555168,0.001,269484032,493.150,122.808,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,67108864,256,262144,262144,10,0.047873,0.046717,0.054871,0.002,1048576,21.903,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,67108864,256,262144,262144,50,0.438598,0.438014,0.443247,0.001,1048580,2.391,0.598,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,67108864,256,432,432,100,0.373026,0.369952,0.383776,0.002,268437184,719.621,179.904,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,67108864,256,432,432,10,0.007408,0.006986,0.007877,0.000,1728,0.233,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,67108864,256,432,432,50,0.000813,0.000745,0.004073,0.000,1732,2.130,0.530,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,67108864,256,432,432,100,0.377371,0.374336,0.389504,0.002,268437184,711.335,177.833,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,67108864,256,432,1,10,0.007407,0.006920,0.007769,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,67108864,256,432,432,100,0.379388,0.375776,0.384576,0.002,268437184,707.554,176.887,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,67108864,256,432,1,10,0.007391,0.007055,0.007759,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,67108864,512,131072,1,3,161.762207,161.756104,161.765564,0.004,268435460,1.659,0.415,16777216.000,67108864.000,50331648.000,0.750,false
reduction,cuda_atomic_add,d2h,fp32,4,67108864,512,131072,1,10,0.007800,0.007434,0.009691,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,67108864,512,131072,131072,100,0.637273,0.636832,0.641120,0.000,268959744,422.048,105.306,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,67108864,512,131072,131072,10,0.028788,0.027327,0.033016,0.002,524288,18.212,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,67108864,512,131072,131072,50,0.219232,0.219057,0.223099,0.001,524292,2.391,0.598,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,67108864,512,432,432,100,0.249914,0.247552,0.257952,0.002,268437184,1074.119,268.528,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,67108864,512,432,432,10,0.007387,0.006944,0.007715,0.000,1728,0.234,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,67108864,512,432,432,50,0.000747,0.000746,0.000774,0.000,1732,2.319,0.577,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,67108864,512,432,432,100,0.253677,0.249696,0.258016,0.001,268437184,1058.184,264.544,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,67108864,512,432,1,10,0.007469,0.007034,0.007817,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,67108864,512,432,432,100,0.257204,0.254336,0.270336,0.002,268437184,1043.675,260.917,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,67108864,512,432,1,10,0.007385,0.007036,0.007788,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,67108864,1024,65536,1,3,161.790248,161.785690,161.793945,0.003,268435460,1.659,0.415,16777216.000,67108864.000,50331648.000,0.750,false
reduction,cuda_atomic_add,d2h,fp32,4,67108864,1024,65536,1,10,0.007915,0.007676,0.009395,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,67108864,1024,65536,65536,100,0.806105,0.805824,0.811104,0.001,268697600,333.328,83.251,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,67108864,1024,65536,65536,10,0.017543,0.017179,0.019687,0.001,262144,14.943,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,67108864,1024,65536,65536,50,0.109733,0.109524,0.114192,0.001,262148,2.389,0.597,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,67108864,1024,432,432,100,0.247271,0.244960,0.256480,0.001,268437184,1085.600,271.398,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,67108864,1024,432,432,10,0.007422,0.006953,0.007997,0.000,1728,0.233,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,67108864,1024,432,432,50,0.000747,0.000746,0.000777,0.000,1732,2.317,0.577,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,67108864,1024,432,432,100,0.251836,0.249280,0.259776,0.001,268437184,1065.923,266.479,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,67108864,1024,432,1,10,0.007207,0.006868,0.007737,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,67108864,1024,432,432,100,0.254291,0.251680,0.259584,0.001,268437184,1055.629,263.906,67108864.000,67108864.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,67108864,1024,432,1,10,0.007453,0.007069,0.007688,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cpu_serial,cpu,fp32,4,134217728,0,0,0,10,226.115105,225.930458,227.242753,0.379,536870912,2.374,0.594,16777216.000,134217728.000,0.000,0.000,true
reduction,cpu_omp,cpu,fp32,4,134217728,0,0,0,10,12.686034,12.577739,12.780693,0.062,536870912,42.320,10.580,134217728.000,134217728.000,0.000,0.000,true
reduction,all_gpu_version,h2d,fp32,4,134217728,0,0,0,10,21.157093,21.111298,21.163574,0.015,536870912,25.375,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,134217728,64,2097152,1,3,323.535583,323.532349,323.538727,0.003,536870916,1.659,0.415,16777216.000,134217728.000,117440512.000,0.875,false
reduction,cuda_atomic_add,d2h,fp32,4,134217728,64,2097152,1,10,0.007777,0.007457,0.009184,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,134217728,64,2097152,2097152,100,1.690893,1.690560,1.699072,0.001,545259520,322.468,79.377,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,134217728,64,2097152,2097152,10,0.327726,0.326258,0.338669,0.004,8388608,25.596,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,134217728,64,2097152,2097152,50,3.509475,3.504518,3.518478,0.003,8388612,2.390,0.598,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,134217728,64,432,432,100,2.471988,2.459872,2.496992,0.005,536872640,217.183,54.295,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,134217728,64,432,432,10,0.007519,0.007221,0.008205,0.000,1728,0.230,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,134217728,64,432,432,50,0.000747,0.000745,0.000767,0.000,1732,2.320,0.577,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,134217728,64,432,432,100,2.474439,2.463904,2.487072,0.005,536872640,216.967,54.242,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,134217728,64,432,1,10,0.007295,0.006845,0.007796,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,134217728,64,432,432,100,2.475978,2.463264,2.490816,0.005,536872640,216.833,54.208,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,134217728,64,432,1,10,0.007443,0.006922,0.007769,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,134217728,128,1048576,1,3,323.539653,323.526947,323.560822,0.015,536870916,1.659,0.415,16777216.000,134217728.000,117440512.000,0.875,false
reduction,cuda_atomic_add,d2h,fp32,4,134217728,128,1048576,1,10,0.007878,0.007468,0.009898,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,134217728,128,1048576,1048576,100,1.062609,1.061920,1.073984,0.001,541065216,509.186,126.310,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,134217728,128,1048576,1048576,10,0.168215,0.166525,0.177685,0.003,4194304,24.934,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,134217728,128,1048576,1048576,50,1.755073,1.752491,1.782006,0.005,4194308,2.390,0.597,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,134217728,128,432,432,100,1.316161,1.311744,1.328832,0.002,536872640,407.908,101.977,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,134217728,128,432,432,10,0.007518,0.006986,0.008078,0.000,1728,0.230,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,134217728,128,432,432,50,0.000747,0.000746,0.000771,0.000,1732,2.318,0.577,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,134217728,128,432,432,100,1.320288,1.315872,1.326656,0.002,536872640,406.633,101.658,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,134217728,128,432,1,10,0.007434,0.007111,0.008014,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,134217728,128,432,432,100,1.324146,1.318304,1.337376,0.003,536872640,405.448,101.362,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,134217728,128,432,1,10,0.007612,0.007069,0.009054,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,134217728,256,524288,1,3,323.602000,323.589569,323.608246,0.009,536870916,1.659,0.415,16777216.000,134217728.000,117440512.000,0.875,false
reduction,cuda_atomic_add,d2h,fp32,4,134217728,256,524288,1,10,0.007857,0.007489,0.009326,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,134217728,256,524288,524288,100,1.085713,1.085120,1.098816,0.001,538968064,496.419,123.622,134217728.000,134217728.000,0.000,0.000,true
