kernel,version,mode,dtype,size_of_dtype,n,block_size,grid_size,interm_stage_elems,repeat,avg_ms,min_ms,max_ms,std_ms,bytes,bw_GB_s,gflops,result,ref,abs_error,rel_error,correct
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,1048576,128,8192,8192,50,0.013711,0.013709,0.013727,0.000,32772,2.390,0.597,1048576.000,1048576.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,1048576,128,432,432,100,0.010511,0.010304,0.014560,0.000,4196032,399.215,99.762,1048576.000,1048576.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,1048576,128,432,432,10,0.007453,0.006936,0.008066,0.000,1728,0.232,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,1048576,128,432,432,50,0.000747,0.000745,0.000765,0.000,1732,2.320,0.577,1048576.000,1048576.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,1048576,128,432,432,100,0.014155,0.013888,0.019456,0.001,4196032,296.444,74.080,1048576.000,1048576.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,1048576,128,432,1,10,0.007516,0.007369,0.007918,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,1048576,128,432,432,100,0.016880,0.016544,0.020832,0.000,4196032,248.580,62.119,1048576.000,1048576.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,1048576,128,432,1,10,0.007312,0.006849,0.007841,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,1048576,256,4096,1,3,2.535275,2.533472,2.538848,0.003,4194308,1.654,0.414,1048576.000,1048576.000,0.000,0.000,true
reduction,cuda_atomic_add,d2h,fp32,4,1048576,256,4096,1,10,0.007379,0.007110,0.008021,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,1048576,256,4096,4096,100,0.014268,0.013952,0.018336,0.000,4210688,295.104,73.489,1048576.000,1048576.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,1048576,256,4096,4096,10,0.008113,0.007898,0.008783,0.000,16384,2.019,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,1048576,256,4096,4096,50,0.006868,0.006866,0.006885,0.000,16388,2.386,0.596,1048576.000,1048576.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,1048576,256,432,432,100,0.008943,0.008672,0.014176,0.001,4196032,469.178,117.246,1048576.000,1048576.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,1048576,256,432,432,10,0.007483,0.007331,0.007893,0.000,1728,0.231,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,1048576,256,432,432,50,0.000747,0.000745,0.000763,0.000,1732,2.319,0.577,1048576.000,1048576.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,1048576,256,432,432,100,0.012509,0.012256,0.016096,0.000,4196032,335.438,83.825,1048576.000,1048576.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,1048576,256,432,1,10,0.007428,0.007278,0.007737,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,1048576,256,432,432,100,0.015403,0.014976,0.019136,0.000,4196032,272.419,68.077,1048576.000,1048576.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,1048576,256,432,1,10,0.007282,0.006889,0.007687,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,1048576,512,2048,1,3,2.535200,2.533312,2.538720,0.002,4194308,1.654,0.414,1048576.000,1048576.000,0.000,0.000,true
reduction,cuda_atomic_add,d2h,fp32,4,1048576,512,2048,1,10,0.007652,0.007434,0.008215,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,1048576,512,2048,2048,100,0.015603,0.015264,0.017216,0.000,4202496,269.341,67.204,1048576.000,1048576.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,1048576,512,2048,2048,10,0.008157,0.007603,0.008843,0.000,8192,1.004,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,1048576,512,2048,2048,50,0.003446,0.003445,0.003463,0.000,8196,2.378,0.594,1048576.000,1048576.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,1048576,512,432,432,100,0.009241,0.008928,0.012992,0.001,4196032,454.069,113.470,1048576.000,1048576.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,1048576,512,432,432,10,0.007458,0.007300,0.007824,0.000,1728,0.232,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,1048576,512,432,432,50,0.000747,0.000745,0.000766,0.000,1732,2.319,0.577,1048576.000,1048576.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,1048576,512,432,432,100,0.012727,0.012448,0.016224,0.000,4196032,329.694,82.390,1048576.000,1048576.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,1048576,512,432,1,10,0.007387,0.007155,0.007702,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,1048576,512,432,432,100,0.015683,0.015168,0.018944,0.000,4196032,267.560,66.862,1048576.000,1048576.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,1048576,512,432,1,10,0.007381,0.006932,0.007684,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,1048576,1024,1024,1,3,2.535200,2.533504,2.538368,0.002,4194308,1.654,0.414,1048576.000,1048576.000,0.000,0.000,true
reduction,cuda_atomic_add,d2h,fp32,4,1048576,1024,1024,1,10,0.007672,0.007472,0.008475,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,1048576,1024,1024,1024,100,0.018167,0.017920,0.020448,0.000,4198400,231.100,57.719,1048576.000,1048576.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,1048576,1024,1024,1024,10,0.007824,0.007542,0.008099,0.000,4096,0.524,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,1048576,1024,1024,1024,50,0.001737,0.001735,0.001751,0.000,4100,2.361,0.589,1048576.000,1048576.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,1048576,1024,432,432,100,0.011926,0.011680,0.015520,0.000,4196032,351.846,87.925,1048576.000,1048576.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,1048576,1024,432,432,10,0.007619,0.007329,0.007882,0.000,1728,0.227,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,1048576,1024,432,432,50,0.000747,0.000745,0.000762,0.000,1732,2.320,0.577,1048576.000,1048576.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,1048576,1024,432,432,100,0.015621,0.015296,0.019488,0.000,4196032,268.613,67.125,1048576.000,1048576.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,1048576,1024,432,1,10,0.007407,0.007016,0.007728,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,1048576,1024,432,432,100,0.018327,0.018016,0.021856,0.000,4196032,228.949,57.214,1048576.000,1048576.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,1048576,1024,432,1,10,0.007343,0.006887,0.007716,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cpu_serial,cpu,fp32,4,2097152,0,0,0,10,3.512479,3.505513,3.521333,0.004,8388608,2.388,0.597,2097152.000,2097152.000,0.000,0.000,true
reduction,cpu_omp,cpu,fp32,4,2097152,0,0,0,10,2.989703,0.197167,23.969932,7.101,8388608,2.806,0.701,2097152.000,2097152.000,0.000,0.000,true
reduction,all_gpu_version,h2d,fp32,4,2097152,0,0,0,10,0.342678,0.337888,0.382548,0.013,8388608,24.480,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,2097152,64,32768,1,3,5.064704,5.060000,5.073280,0.006,8388612,1.656,0.414,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_atomic_add,d2h,fp32,4,2097152,64,32768,1,10,0.007840,0.007484,0.009175,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,2097152,64,32768,32768,100,0.032438,0.032128,0.041056,0.001,8519680,262.642,64.650,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,2097152,64,32768,32768,10,0.012505,0.012197,0.013829,0.000,131072,10.481,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,2097152,64,32768,32768,50,0.054862,0.054770,0.058525,0.001,131076,2.389,0.597,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,2097152,64,432,432,100,0.022049,0.021760,0.026976,0.001,8390336,380.527,95.112,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,2097152,64,432,432,10,0.007531,0.007242,0.007727,0.000,1728,0.229,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,2097152,64,432,432,50,0.000747,0.000745,0.000778,0.000,1732,2.318,0.577,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,2097152,64,432,432,100,0.025577,0.025376,0.029344,0.000,8390336,328.047,81.995,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,2097152,64,432,1,10,0.007555,0.006887,0.008104,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,2097152,64,432,432,100,0.027944,0.027552,0.031584,0.000,8390336,300.252,75.047,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,2097152,64,432,1,10,0.007542,0.007116,0.007851,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,2097152,128,16384,1,3,5.062432,5.060288,5.066624,0.003,8388612,1.657,0.414,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_atomic_add,d2h,fp32,4,2097152,128,16384,1,10,0.007648,0.006948,0.008885,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,2097152,128,16384,16384,100,0.022229,0.021984,0.024864,0.000,8454144,380.313,94.341,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,2097152,128,16384,16384,10,0.010065,0.009565,0.011139,0.000,65536,6.511,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,2097152,128,16384,16384,50,0.027417,0.027401,0.027445,0.000,65540,2.390,0.598,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,2097152,128,432,432,100,0.014507,0.014272,0.018464,0.000,8390336,578.382,144.566,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,2097152,128,432,432,10,0.007487,0.007009,0.008059,0.000,1728,0.231,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,2097152,128,432,432,50,0.000747,0.000745,0.000775,0.000,1732,2.319,0.577,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,2097152,128,432,432,100,0.017789,0.017568,0.022176,0.000,8390336,471.664,117.892,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,2097152,128,432,1,10,0.007446,0.006924,0.007948,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,2097152,128,432,432,100,0.020856,0.020480,0.024384,0.000,8390336,402.305,100.555,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,2097152,128,432,1,10,0.007231,0.006885,0.008022,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,2097152,256,8192,1,3,5.061941,5.060032,5.065632,0.003,8388612,1.657,0.414,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_atomic_add,d2h,fp32,4,2097152,256,8192,1,10,0.007779,0.007434,0.008395,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,2097152,256,8192,8192,100,0.022099,0.021824,0.024512,0.000,8421376,381.072,94.897,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,2097152,256,8192,8192,10,0.008563,0.008090,0.009413,0.000,32768,3.827,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,2097152,256,8192,8192,50,0.013713,0.013710,0.013757,0.000,32772,2.390,0.597,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,2097152,256,432,432,100,0.011111,0.010848,0.014816,0.000,8390336,755.157,188.750,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,2097152,256,432,432,10,0.007463,0.007141,0.007880,0.000,1728,0.232,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,2097152,256,432,432,50,0.000747,0.000746,0.000778,0.000,1732,2.318,0.577,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,2097152,256,432,432,100,0.014642,0.014432,0.018368,0.000,8390336,573.035,143.229,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,2097152,256,432,1,10,0.007480,0.007255,0.007775,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,2097152,256,432,432,100,0.017040,0.016672,0.020448,0.000,8390336,492.400,123.075,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,2097152,256,432,1,10,0.007382,0.007111,0.007750,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,2097152,512,4096,1,3,5.061930,5.060064,5.065344,0.002,8388612,1.657,0.414,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_atomic_add,d2h,fp32,4,2097152,512,4096,1,10,0.007656,0.007464,0.008377,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,2097152,512,4096,4096,100,0.024812,0.024576,0.027232,0.000,8404992,338.754,84.523,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,2097152,512,4096,4096,10,0.008152,0.007707,0.008443,0.000,16384,2.010,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,2097152,512,4096,4096,50,0.006869,0.006866,0.006927,0.000,16388,2.386,0.596,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,2097152,512,432,432,100,0.010504,0.010240,0.014048,0.000,8390336,798.775,199.653,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,2097152,512,432,432,10,0.007562,0.007003,0.007918,0.000,1728,0.229,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,2097152,512,432,432,50,0.000747,0.000745,0.000780,0.000,1732,2.318,0.577,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,2097152,512,432,432,100,0.013820,0.013568,0.017312,0.000,8390336,607.123,151.749,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,2097152,512,432,1,10,0.007383,0.006903,0.007774,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,2097152,512,432,432,100,0.016900,0.016480,0.020640,0.000,8390336,496.474,124.093,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,2097152,512,432,1,10,0.007250,0.006886,0.007794,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,2097152,1024,2048,1,3,5.062027,5.060192,5.065664,0.003,8388612,1.657,0.414,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_atomic_add,d2h,fp32,4,2097152,1024,2048,1,10,0.007637,0.007417,0.008164,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,2097152,1024,2048,2048,100,0.029480,0.029248,0.031744,0.000,8396800,284.830,71.138,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,2097152,1024,2048,2048,10,0.007643,0.007220,0.008155,0.000,8192,1.072,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,2097152,1024,2048,2048,50,0.003580,0.003445,0.010104,0.001,8196,2.290,0.572,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,2097152,1024,432,432,100,0.013203,0.012896,0.016896,0.000,8390336,635.477,158.837,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,2097152,1024,432,432,10,0.007601,0.007217,0.008087,0.000,1728,0.227,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,2097152,1024,432,432,50,0.000747,0.000745,0.000775,0.000,1732,2.319,0.577,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,2097152,1024,432,432,100,0.016726,0.016448,0.020352,0.000,8390336,501.632,125.382,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,2097152,1024,432,1,10,0.007330,0.006882,0.007751,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,2097152,1024,432,432,100,0.019068,0.018720,0.022816,0.000,8390336,440.033,109.986,2097152.000,2097152.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,2097152,1024,432,1,10,0.007610,0.007449,0.008085,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cpu_serial,cpu,fp32,4,4194304,0,0,0,10,7.041815,7.013041,7.252964,0.070,16777216,2.383,0.596,4194304.000,4194304.000,0.000,0.000,true
reduction,cpu_omp,cpu,fp32,4,4194304,0,0,0,10,0.406681,0.391827,0.525894,0.040,16777216,41.254,10.314,4194304.000,4194304.000,0.000,0.000,true
reduction,all_gpu_version,h2d,fp32,4,4194304,0,0,0,10,0.680445,0.667529,0.789519,0.036,16777216,24.656,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,4194304,64,65536,1,3,10.120938,10.113664,10.135200,0.010,16777220,1.658,0.414,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_atomic_add,d2h,fp32,4,4194304,64,65536,1,10,0.007727,0.007385,0.008520,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,4194304,64,65536,65536,100,0.058825,0.058464,0.063520,0.001,17039360,289.660,71.301,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,4194304,64,65536,65536,10,0.017743,0.017308,0.020203,0.001,262144,14.775,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,4194304,64,65536,65536,50,0.109704,0.109531,0.114612,0.001,262148,2.390,0.597,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,4194304,64,432,432,100,0.037420,0.037088,0.043200,0.001,16778944,448.397,112.088,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,4194304,64,432,432,10,0.007447,0.007152,0.007773,0.000,1728,0.232,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,4194304,64,432,432,50,0.000747,0.000745,0.000780,0.000,1732,2.319,0.577,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,4194304,64,432,432,100,0.040788,0.040480,0.045568,0.001,16778944,411.368,102.831,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,4194304,64,432,1,10,0.007366,0.007024,0.007760,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,4194304,64,432,432,100,0.043832,0.043424,0.047744,0.000,16778944,382.804,95.691,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,4194304,64,432,1,10,0.009338,0.007278,0.025806,0.005,4,0.000,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,4194304,128,32768,1,3,10.115574,10.113568,10.119232,0.003,16777220,1.659,0.415,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_atomic_add,d2h,fp32,4,4194304,128,32768,1,10,0.007671,0.007496,0.008378,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,4194304,128,32768,32768,100,0.038156,0.037920,0.040320,0.000,16908288,443.141,109.927,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,4194304,128,32768,32768,10,0.012051,0.011510,0.013192,0.000,131072,10.877,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,4194304,128,32768,32768,50,0.054876,0.054772,0.058486,0.001,131076,2.389,0.597,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,4194304,128,432,432,100,0.022296,0.021952,0.033984,0.001,16778944,752.554,188.119,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,4194304,128,432,432,10,0.007122,0.006792,0.008048,0.000,1728,0.243,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,4194304,128,432,432,50,0.000747,0.000745,0.000767,0.000,1732,2.319,0.577,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,4194304,128,432,432,100,0.025810,0.025472,0.030752,0.001,16778944,650.105,162.509,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,4194304,128,432,1,10,0.007534,0.007120,0.008304,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,4194304,128,432,432,100,0.028647,0.028256,0.032640,0.000,16778944,585.720,146.415,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,4194304,128,432,1,10,0.007254,0.006872,0.007967,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,4194304,256,16384,1,3,10.115797,10.113408,10.119968,0.003,16777220,1.659,0.415,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_atomic_add,d2h,fp32,4,4194304,256,16384,1,10,0.007667,0.007423,0.008901,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,4194304,256,16384,16384,100,0.037914,0.037632,0.046752,0.001,16842752,444.233,110.626,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,4194304,256,16384,16384,10,0.010006,0.009525,0.010785,0.000,65536,6.550,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,4194304,256,16384,16384,50,0.027491,0.027400,0.031356,0.001,65540,2.384,0.596,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,4194304,256,432,432,100,0.015222,0.014880,0.020288,0.001,16778944,1102.300,275.547,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,4194304,256,432,432,10,0.007385,0.006945,0.007689,0.000,1728,0.234,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,4194304,256,432,432,50,0.000747,0.000745,0.000765,0.000,1732,2.320,0.577,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,4194304,256,432,432,100,0.018708,0.018432,0.023232,0.000,16778944,896.909,224.204,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,4194304,256,432,1,10,0.007341,0.006871,0.007634,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,4194304,256,432,432,100,0.021542,0.021120,0.025984,0.000,16778944,778.903,194.706,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,4194304,256,432,1,10,0.007245,0.006834,0.007756,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,4194304,512,8192,1,3,10.115893,10.113600,10.120032,0.003,16777220,1.659,0.415,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_atomic_add,d2h,fp32,4,4194304,512,8192,1,10,0.007913,0.007471,0.009036,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,4194304,512,8192,8192,100,0.043336,0.043104,0.045504,0.000,16809984,387.896,96.785,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,4194304,512,8192,8192,10,0.008595,0.008403,0.009116,0.000,32768,3.812,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,4194304,512,8192,8192,50,0.013725,0.013709,0.013727,0.000,32772,2.388,0.597,4194304.000,4194304.000,0.000,0.000,true
